Location.ID,pca_0,pca_1,pca_2,pca_3
45988,6336.60293869,22438.8880675,28214.6716002,5711.22811549
45989,6200.22473127,22501.3699201,28202.2698636,5651.24421097
45990,3416.79218977,24395.2982766,25226.2610842,5290.23677264
45991,3416.78622533,24395.2953897,25226.2616217,5290.23281179
45992,860.914168956,26125.5870381,22236.3147709,4878.02291964
45993,14890.7643491,4140.04495052,-2748.54880461,2925.70045714
45994,15285.443632,4532.99148288,-2854.84600755,3203.01519472
45995,-14875.3965151,34485.6826011,-7998.67575705,-1005.01734671
45996,20637.7546686,980.359104552,2800.07544348,3979.92189916
45997,-15849.9996433,-29745.4587809,9742.5871063,3425.0882017
45998,-25917.1915947,-13930.8894477,28852.8071129,4875.60194421
45999,-25917.1963111,-13930.8894152,28852.8061071,4875.59992554
46000,-8652.40162172,-30094.2302994,753.726531441,9774.37226284
46001,-22985.4586811,-8631.41003249,25992.8130675,11589.6468748
46002,-21167.5345909,-2486.83167661,24305.4232223,19066.9175056
46003,-22770.4254934,-8405.48445335,25912.7880144,11847.6928557
46004,-26000.4075403,-14044.9540346,28892.610758,4760.13414354
46005,-14460.7862495,-39640.4799678,5916.0285331,-1196.98026821
46006,-14460.7862495,-39640.4799678,5916.0285331,-1196.98026821
46007,-1530.48676672,-31825.3385599,3990.95376876,15860.014435
46008,-1834.90858938,-31607.4790293,4735.72019423,14672.2732075
46009,-17347.7170979,-11853.9182478,31133.9307299,13825.7433
46010,862.875994924,-23437.3890005,2322.84720993,-11056.5857002
46011,-11325.1359856,-33798.1664677,3045.43608579,5666.54786359
46012,-11325.1453062,-33798.1687071,3045.43549348,5666.543753
46013,9580.7667903,-14961.494501,-238.044972603,-15112.1612298
46014,15725.3983651,-18054.7954498,5341.03482357,-13929.9223435
46015,15725.3983651,-18054.7954498,5341.03482357,-13929.9223435
46016,2160.72354922,-25515.4386997,856.489997427,23216.8251933
46017,2300.21228911,-25554.0004258,879.781587996,23211.1899269
46018,23988.8721569,-6055.00942477,-2460.33323363,2585.1269684
46019,23991.0379002,-6053.53540842,-2460.6022536,2586.29589802
46020,23991.0379002,-6053.53540842,-2460.6022536,2586.29589802
46021,23776.6533341,-6174.85768758,-2437.86636784,2538.23326574
46022,23825.2081768,-6144.31192068,-2449.15697416,2584.84623624
46023,23825.2081768,-6144.31192068,-2449.15697416,2584.84623624
46024,24085.67334,-5933.60375678,-2510.02671792,2775.19114177
46025,23969.4066887,-6013.71070083,-2490.05104029,2719.17735828
46026,23969.4066887,-6013.71070083,-2490.05104029,2719.17735828
46027,23996.3135998,-5986.11874012,-2494.07545532,2653.49930487
46028,1286.17227191,3891.70747275,30385.4497914,-12261.6154459
46029,-20248.3462472,-15540.4073698,33608.7581866,8479.5356808
46030,2310.37755946,-25451.508747,1018.38660483,23218.9169548
46031,20560.7014749,-10329.2201359,-4.71808625364,-2185.78521268
46032,20717.9918551,-10221.0292218,-30.8466195919,-2082.38377205
46033,2236.30882489,-25438.396435,869.204990587,23262.9861621
46034,10426.6545655,-18577.9921691,467.306607668,9805.83228309
46035,10426.6545655,-18577.9921691,467.306607668,9805.83228309
46036,20278.6875876,-10399.8087362,17.7801318816,-2140.51825319
46037,12643.8077553,-22358.4679993,6936.71014602,-17889.2670904
46038,5862.73239182,11138.4636812,25203.2885698,-728.23704445
46039,14076.7178165,-15611.4651493,148.58558254,6097.50267805
46040,20473.0486409,-10557.0334975,-96.7961539335,-2369.19916176
46041,2266.044567,-25594.0076834,946.270788786,23088.3670155
46042,909.4743773,3465.71399443,30619.2908729,-12533.2131776
46043,909.4743773,3465.71399443,30619.2908729,-12533.2131776
46044,1400.91358738,3711.04169638,30532.8056743,-12289.2879136
46045,12915.443302,-21837.265372,7405.82161161,-18258.8514298
46046,-1101.77959044,-191.587251916,32640.4169629,-16434.1319
46047,1381.84988552,3694.81849198,30575.9536222,-12276.5042857
46048,1381.73912006,3694.80140738,30575.9557845,-12276.6279784
46049,1063.92888644,3487.94331408,30606.6281265,-12524.6175127
46050,1063.92888644,3487.94331408,30606.6281265,-12524.6175127
46051,12223.8356879,-22323.8341617,7497.454915,-18460.5765871
46052,12223.8356879,-22323.8341617,7497.454915,-18460.5765871
46053,-26921.8210862,-4313.08712248,19470.9319472,10602.0610094
46054,1492.6215065,3838.584793,30570.8153235,-12085.5738069
46055,1492.6215065,3838.584793,30570.8153235,-12085.5738069
46056,-35969.5702109,3437.24686515,6841.33625733,8302.40411504
46057,-5813.36600747,-37403.4044658,8726.48466159,6695.24684323
46058,-2865.464385,-33273.0925446,6440.64733634,11381.2661393
46059,-2896.03356972,-33271.6959566,6435.22110806,11330.3572994
46060,-11347.7742795,-24557.6564933,20058.2286033,9789.02527796
46061,-25674.4110443,-12399.7322958,28184.1867897,7160.40710815
46062,-25674.4110443,-12399.7322958,28184.1867897,7160.40710815
46063,1275.50792231,3701.13254065,30553.5877048,-12222.6885406
46064,-7642.94946385,1078.94389797,27879.4872293,-20847.8214805
46065,-8050.19472494,-29928.7751526,94.7335739881,11070.6022791
46066,-8050.19472494,-29928.7751526,94.7335739881,11070.6022791
46067,15502.9197596,-18288.0306212,5367.74168098,-14177.2189277
46068,15502.9197596,-18288.0306212,5367.74168098,-14177.2189277
46069,24199.4748323,-5782.23033225,-2538.18470675,2830.97018581
46070,-16144.219387,-6603.28096544,-11235.3843639,-14356.9042785
46071,-23942.6984481,-15308.6208647,-6873.1029473,-25911.7107324
46072,-23942.6984481,-15308.6208647,-6873.1029473,-25911.7107324
46073,7119.8897644,-17019.9633501,16913.0113221,-20975.2856941
46074,7119.889165,-17019.9630981,16913.0111912,-20975.2860287
46075,-11848.6266674,-44176.3072297,10015.4965162,-349.067391499
46076,-26465.5783304,-28322.2908853,-11841.0877088,-33633.4765797
46077,-9512.68015739,-9389.408628,35072.4384184,-14172.6942012
46078,-9512.68428837,-9389.41132186,35072.4384164,-14172.698065
46079,-21238.1907242,2931.41460282,30186.4946316,-16808.9229874
46080,-37121.7437468,6506.29693109,17929.9061272,-23670.5413089
46081,-30456.4737459,-18321.1088266,43117.3104434,-1600.51362715
46082,-22755.1927977,-10054.4283688,40529.3084326,-20174.3914973
46083,-8344.65476553,-31307.4915255,15418.4715107,-21473.2658187
46084,-38720.2065162,-3985.68310852,-3486.66231666,8297.26147693
46085,-38720.2054622,-3985.68276066,-3486.66226793,8297.2620435
46086,-32956.4238696,-24684.6106595,32006.33885,13298.5509943
46087,-35625.3486253,-19873.6267822,40628.1331848,10934.910623
46088,-29849.1044152,-14686.4440899,39832.2439869,16596.4941126
46089,-10934.2061999,1322.53898651,38206.4920774,-7850.72134557
46090,-32950.7977304,10882.160337,13550.1595588,-16775.6612997
46091,-15660.8072695,-11781.3325989,32409.4233686,-15855.8499226
46092,-5365.75139425,-27449.8222614,12994.4859433,-17075.9485362
46093,-27560.066695,-3101.45226397,-17148.4899334,-16354.2221837
46094,-24387.595969,26021.9993884,-6668.47190992,3202.33081575
46095,-33874.9201976,-25559.3676517,-21676.0552182,15005.9998322
46096,5294.37115963,11040.7249256,25103.0690941,-1058.23693327
46097,-294.783676198,-24158.488707,14798.165714,-27230.8635068
46098,-8445.18727452,-24961.0796831,7538.71880645,23743.1627127
46099,-8445.19112269,-24961.0752826,7538.71625601,23743.1623324
46100,-5395.26029072,-22437.6444499,7364.11551908,19784.6036303
46101,-18226.2994327,-16676.9613711,-10603.1270884,-32965.9757579
46102,-18754.6579798,-20527.4266424,-15304.0395463,-7800.86244626
46103,-51743.2748117,-12828.6116293,12573.1683315,-10702.1263578
46104,-27137.0578635,-9909.51738267,-14558.0487723,-37474.8963338
46105,-55630.8956067,-4613.61600866,12503.592085,9804.69667365
46106,-38354.6615362,-21821.0580435,-14925.0623569,12782.2892289
46107,-26009.6500313,-30881.0123003,3373.32272647,9594.05140595
46108,-32289.9843073,-25820.9214085,-20575.9840735,737.395922766
46109,-40034.7406311,5847.47384999,10007.0217458,-19378.9915971
46110,-30102.9564072,-13107.9620792,-12096.7268355,-41598.0600907
46111,-46119.603249,-21968.6130323,-15763.9046665,-8454.83604902
46112,-33017.5576928,410.162992927,-3179.65994216,13032.3846784
46113,-43289.3329131,-5355.80185456,10427.2185391,-2416.35510195
46114,-43289.3329131,-5355.80185456,10427.2185391,-2416.35510195
46115,-22514.6609925,-16544.954657,33527.9831439,6911.56510346
46116,-22514.6609925,-16544.954657,33527.9831439,6911.56510346
46117,-24134.4651985,-18793.2494411,34457.8183523,4644.84005559
46118,13670.1746007,-20240.0278376,6460.71614664,-16578.7148115
46119,11806.9236045,-11882.3093547,11070.6078059,-13417.3420799
46120,23915.0537263,-5849.27616745,-2344.84961632,2635.46346457
46121,1654.29605291,4024.7643814,30435.4099583,-11999.2212469
46122,1654.29605291,4024.7643814,30435.4099583,-11999.2212469
46123,5565.55292214,-11281.5767168,20047.0338037,-17779.9190123
46124,-24731.4475531,-10216.4776729,39614.1605927,8277.79727234
46125,-36229.570459,3305.37360467,6678.53894033,9332.99120657
46126,-33346.2327276,833.853956102,11911.2659774,-16238.8640327
46127,-28926.6968501,-11002.5736267,22988.3179074,24765.7271482
46128,-28926.695076,-11002.5731421,22988.3179334,24765.728066
46129,-28926.695076,-11002.5731421,22988.3179334,24765.728066
46130,12039.7661327,-16774.154789,2345.32051509,-14973.7440057
46131,1506.32860079,3662.07161301,30330.5359785,-12161.4837352
46132,1506.32860079,3662.07161301,30330.5359785,-12161.4837352
46133,11790.0342459,-11965.7304826,11065.5971397,-13461.1859849
46134,11790.0342459,-11965.7304826,11065.5971397,-13461.1859849
46135,11690.0386253,-12121.0906778,11149.2967856,-13594.8255865
46136,11690.0393374,-12121.0920712,11149.2980031,-13594.8263156
46137,-5312.79564201,5422.87541608,38422.4344606,-16404.9441159
46138,-5312.79564201,5422.87541608,38422.4344606,-16404.9441159
46139,-664.024336568,6319.82420876,33361.5925703,-12348.6113506
46140,-664.024336568,6319.82420876,33361.5925703,-12348.6113506
46141,-664.024336568,6319.82420876,33361.5925703,-12348.6113506
46142,-17431.3249622,-11843.9706938,31486.6391647,12600.5963917
46143,-17431.3249622,-11843.9706938,31486.6391647,12600.5963917
46144,-30740.2814831,-6845.68975507,33122.5007868,6881.04171608
46145,-30705.4474554,-18701.082327,30454.5132129,-663.105064514
46146,-6325.70979391,5188.91704062,38699.2179722,-16636.4230402
46147,1231.35870064,-5459.88873738,26006.3005662,-17220.7081974
46148,-5822.86038544,5540.09013401,38626.4690998,-16582.2430735
46149,24253.3603783,-5373.76326847,-2688.4899393,3008.8747721
46150,24185.9787991,-5469.79525543,-2642.20417049,2993.31988565
46151,24185.9787991,-5469.79525543,-2642.20417049,2993.31988565
46152,14772.7957425,3911.88884132,-2605.62780519,2550.17593404
46153,23316.955639,-6144.5151159,-2452.7496628,2401.83158155
46154,23316.955639,-6144.5151159,-2452.7496628,2401.83158155
46155,23316.955639,-6144.5151159,-2452.7496628,2401.83158155
46156,23316.955639,-6144.5151159,-2452.7496628,2401.83158155
46157,23316.955639,-6144.5151159,-2452.7496628,2401.83158155
46158,23316.955639,-6144.5151159,-2452.7496628,2401.83158155
46159,23316.955639,-6144.5151159,-2452.7496628,2401.83158155
46160,23745.31143,-5745.49268121,-2629.58423831,2734.85185971
46161,24128.9017179,-5469.2927583,-2652.50328725,2931.02731036
46162,23745.31143,-5745.49268121,-2629.58423831,2734.85185971
46163,23745.31143,-5745.49268121,-2629.58423831,2734.85185971
46164,22407.3734626,-7517.72551927,-1388.40715011,493.562816281
46165,24394.873059,-5389.9344934,-2754.23518445,3151.34177059
46166,24052.3350481,-5641.18684512,-2706.60220217,2958.72687799
46167,2769.69713671,17835.7907689,30436.1187966,223.016778023
46168,23394.7388497,-5771.06914937,-2532.6888673,2552.43012944
46169,-32776.0086508,5196.05480254,22941.3719287,15679.7171435
46170,-13580.1079899,-15046.7012173,-11719.5052059,19326.4839644
46171,-25809.2645439,-9772.21973671,-28989.644961,14429.2917054
46172,4333.45925744,15781.3872809,21049.100967,166.823586706
46173,-9516.92686896,30619.496946,-2063.78283056,-381.688174636
46174,23733.8671124,-6023.1138941,-2601.41076563,2562.43549748
46175,9715.50016876,114.009920021,100.665127429,-5038.36984932
46176,23738.4470407,-5837.02872016,-2621.59681574,2764.2801912
46177,23695.8528574,-6060.07955278,-2584.99711374,2434.30323852
46178,23642.4291197,-5878.94568818,-2564.79244062,2754.67230435
46179,23574.5596571,-5860.42745863,-2637.01564764,2759.44820507
46180,23225.8214892,-6383.60579021,-2466.81069996,2095.58781308
46181,6357.18087933,10.5985252014,-1799.10645327,-6042.01454578
46182,873.435746201,-315.871192048,-3298.47805015,-10324.5175398
46183,9715.11423066,16239.3672034,22578.72489,4483.90289309
46184,9715.11423066,16239.3672034,22578.72489,4483.90289309
46185,-18127.7708013,37971.8996027,-5447.72277686,-1263.8736054
46186,19507.2991967,1696.15900247,5740.40297187,3799.62685627
46187,17568.3712517,5483.10115659,9876.60297758,4331.05720068
46188,20833.8865982,606.99679302,3029.01724429,3940.44153767
46189,23772.8598796,-5794.31340894,-2559.71710365,2848.6581079
46190,182.644142487,-28934.0430649,2509.60804772,18726.3752492
46191,3175.02813269,14480.7719689,20735.5876025,-308.698192806
46192,8538.94048882,14341.7090716,23356.1666366,2685.41142922
46193,7155.17344338,18076.3914329,19359.5310292,4566.18165557
46194,8540.98225171,17909.4565512,20219.057403,5132.85196415
46195,3159.07026905,18501.1823481,17574.5956828,2434.08724785
46196,-12079.2110417,26709.0551969,199.598752951,-4128.49999959
46197,-19780.6291157,38407.2928155,-915.491211336,-2045.74135446
46198,-17172.6100061,15.8199322263,-20532.162801,24378.9469428
46199,-2462.89919736,-21108.1875247,-5098.56762329,23226.0828296
46200,18050.7757449,-2512.79412461,-8322.19306587,1841.03347495
46201,20633.4193071,-10123.9757752,-311.274665356,-1658.52899855
46202,5244.53248318,9260.92839127,-27274.2109347,-1298.45565375
46203,2774.28273648,6420.72960988,-25949.8032365,-4245.97206273
46204,-2010.86259069,-19428.3344421,-5949.61110657,25011.5508447
46205,276.695454331,19705.7625508,27536.3447059,469.553409403
46206,3526.72484015,7346.8944106,-26165.814502,-3558.90064421
46207,-17926.6249165,30658.0225134,-5620.67547748,-5064.4222421
46208,22066.6613327,-4267.44697325,-4581.97012597,2966.13163651
46209,5834.91903366,22058.3244949,28155.8996184,5400.72146958
46210,9785.46103589,16150.0166613,22309.9014243,4769.28669691
46211,6138.54687804,22144.4546348,28148.7039285,5343.64080573
46212,-1734.63171357,-430.877757407,32736.8982889,-17017.981409
46213,-28091.123497,-12858.6891804,40093.9447003,5129.87925128
46214,-1454.67000989,-415.324954658,32708.8747186,-16792.2144113
46215,-6334.83889777,-37782.5480177,8839.25665321,6264.3698177
46216,-12263.2898146,-4054.3004905,26329.2966125,24506.1021618
46217,19884.7731327,-10540.7154979,-60.5869697592,-2369.90701029
46218,19918.3441302,-10504.8115262,-61.3148633667,-2374.19085567
46219,23860.1214523,-6074.59784559,-2481.01235961,2569.89068602
46220,13080.080088,456.042192153,12400.8920244,-1356.71475597
46221,-20068.5350795,-15559.7434628,33977.5414605,8297.97683837
46222,1904.42584246,4181.4181349,30476.3032785,-11932.4629236
46223,-1052.39714387,50.3016847094,32721.3564254,-16502.6394814
46224,21141.6729878,-9720.43349513,-139.609007057,-1723.74740617
46225,23907.032002,-5803.79089845,-2395.41375936,2678.48190625
46226,24165.9883478,-5668.84442766,-2440.67054921,2776.11381535
46227,14453.1115656,8637.13274993,14456.3870276,3782.41461636
46228,11302.8566842,-12271.2660193,11121.4587348,-13816.5647705
46229,-24058.2371925,-18697.9871997,34423.9372223,4729.2066373
46230,-24148.9868622,-18816.5846254,34440.6130224,4585.71702275
46231,15818.2757997,-4693.61880819,5512.55588753,-2329.43916297
46232,-41598.723361,-2760.64450676,8599.08861215,1578.82712288
46233,-40697.0591478,-1412.3963434,7655.53510689,3622.68032935
46234,-11540.3688682,-557.803491434,-12828.0761968,-22068.233628
46235,-46137.8463417,-21994.0186479,-15756.389813,-8491.05267868
46236,-42319.2324332,-7966.39404388,-15425.7248011,5151.11366729
46237,-54172.1171116,-2691.3754767,-1291.21541737,13239.9877618
46238,-11920.1958873,-16060.3355594,-2600.22881,-12455.7540332
46239,-21518.7366899,-31737.9658636,-4478.59719307,779.501861333
46240,-11424.4636366,-27414.4484521,7698.58365095,27773.3974126
46241,-5960.10880762,-29321.2937136,15689.8374888,-32906.9347054
46242,-26440.9727171,-11687.843271,39840.1586936,6374.34802892
46243,-28915.3716228,15039.0868182,10589.2233861,-11561.3379222
46244,-3414.80180458,3110.95613317,25877.7047257,3702.99033387
46245,-52472.2256885,-2807.30135378,15865.541253,8660.86877383
46246,-11305.1429204,525.342754905,38755.8560111,-8745.2126793
46247,-41808.8263028,1055.31205524,3330.24869755,8790.76705701
46248,-23949.0501068,-42573.9809883,14333.8698189,7914.83989308
46249,4604.03711077,-30803.5557351,9904.62192277,-15439.3874881
46250,-15081.4376562,-2632.15686163,39331.3723833,-12051.5859238
46251,-14311.2519698,-14316.2439902,36673.8419964,-19525.7716464
46252,5701.67452698,-29277.6217331,8848.70821302,-13686.3178086
46253,-9070.3050602,-38647.9504986,5368.56648094,7953.70551199
46254,12009.590543,-24267.4826585,8468.33477202,-21532.5383037
46255,12050.8494355,-24017.4865186,8472.46222654,-21293.2340324
46256,-1843.57615871,-2313.16558745,33451.790139,-19470.1424921
46257,9050.46557686,-27235.5801838,11248.892848,-25595.4517468
46258,-8166.72190396,-7067.50702193,-21233.442374,-6633.25593774
46259,-2375.8880848,-2317.00867375,33667.614485,-19647.7709714
46260,12012.9947204,-24232.8159357,8500.28907811,-21516.0020056
46261,-1989.59864794,11166.1024248,34802.8192753,-8590.57155984
46262,-1828.27878333,-542.217492325,32785.1399966,-16974.6069955
46263,1271.71892805,3582.04994476,30387.9947868,-12300.0954611
46264,11505.4861726,-12196.1719224,11142.4343427,-13785.3136821
46265,9358.39094464,15293.1028783,22651.09845,4068.43750405
46266,-17431.3249468,-11843.9717237,31486.6395358,12600.5959768
46267,-156.779041668,5325.74054733,32373.3340599,-12425.8253887
46268,-22582.1464586,5106.39086191,26099.671486,23597.4438448
46269,1424.05384801,3730.48161672,30581.9464503,-12182.1885229
46270,-5873.16194347,-37251.5829628,8659.2671026,6752.60266193
46271,-5534.74832136,-37045.8317025,8588.34455568,6773.36023498
46272,-2154.72193408,-512.14945625,32854.10362,-16908.4857642
46273,-3281.70716606,9289.18926123,36067.0305099,-11221.5280968
46274,10069.8812004,-14593.605223,-307.806112831,-14977.2952782
46275,-11313.4757542,-33805.8400708,3006.2088704,5809.52112171
46276,-24959.7531205,-12160.4607973,27912.1701006,6933.94483298
46277,2821.53799236,-3808.91375305,12184.4132883,-14437.7357421
46278,-7959.88806319,-38523.5164024,8063.2239319,5391.69365343
46279,-22974.1568862,-18998.7659044,22270.5680168,4289.62168228
46280,11950.1735523,-24074.3367676,8519.41930128,-21523.7627755
46281,-12276.8139288,-3923.42935964,25991.7721191,24616.2098071
46282,-17086.2693765,-11533.2345084,31447.0791503,12828.6845413
46283,-21896.8619804,-18755.3175199,-18103.5891235,6522.39624949
46284,-21896.8632457,-18755.3181903,-18103.5890726,6522.39539393
46285,4376.89542217,-22685.0598841,16489.6959023,-24669.1492221
46286,-6619.83479141,-39396.3165994,9680.01082772,3722.79884395
46287,-15297.0027841,-38304.6169797,4422.63228638,-283.093510921
46288,5895.07460111,22079.4264733,28265.247653,5191.90419845
46289,5876.94152252,21672.722673,28322.9855591,4997.68223066
46290,20066.6861931,-699.978060291,-8601.4715303,3367.42137523
46291,16470.173492,944.015844212,-5375.71657292,2296.61586207
46292,14334.4407606,3763.58797398,-2399.20690934,2392.26461176
46293,9476.12507882,15877.5559363,22453.821169,4790.72121251
46294,9254.30950995,15777.3854329,22423.2215712,4669.84197296
46295,5473.38268857,21788.4294858,28282.3767054,5128.69823262
46296,23432.9460829,-5735.80762203,-2571.35044617,2721.12710384
46297,186.367995173,13240.81585,-32972.4017528,-1818.12046635
46298,-13854.2040259,34819.5208181,-7828.82575814,-173.339382028
46299,-14229.7631921,34769.5191911,-7750.00803142,-302.081819563
46300,-14201.695967,34697.5876866,-7755.66132124,-378.254405126
46301,199.381941778,13591.5527908,-33178.6347958,-1675.89115662
46302,-8675.79101164,31561.5808716,-2342.65464799,797.24835508
46303,5823.56365443,9849.8049721,-27454.5895972,-736.493334898
46304,5704.18033401,9646.73522927,-27517.9909708,-1024.31105757
46305,7225.45415911,12639.1492362,24481.7264801,691.531924318
46306,-14230.1244826,35017.3291652,-7647.82491761,-338.911241382
46307,-14471.7778375,34875.6529746,-7630.08782603,-302.397749319
46308,-8863.69990137,30867.3486267,-2200.55517742,483.707994355
46309,-6853.19583811,30420.8632633,7508.76471196,2163.99785568
46310,5468.6932054,-20465.7212624,-1655.18250134,28609.7761749
46311,-17165.5584271,290.28442754,-20271.276884,24326.7260023
46312,-8660.4494782,16002.8240354,10503.1304098,15323.8779736
46313,-9210.94937551,30888.6596918,-2064.54301905,457.90502263
46324,21518.5399322,-1542.45157394,1051.43372946,3281.80412216
46340,5170.53797944,21437.4449369,28236.262456,4562.61813734
46342,5321.97597053,21587.3641167,28262.3178335,4817.71420096
46357,20081.6579927,557.342819896,3140.9045121,3607.19391591
46377,19470.9858579,-4433.00733803,-3186.19472344,884.429137358
46404,15361.6875515,1143.1057765,2898.97206448,1138.33181242
46408,6487.10455316,17405.4894407,21183.2864503,2891.80983668
46422,9790.58958557,16140.2487933,22192.2832132,4474.63163176
46423,24190.1259708,-5206.13439016,-3036.2261528,3022.91624881
46425,24201.1913617,-5225.41803731,-2693.1256266,3246.20686133
46426,24057.0638842,-5326.3216273,-2720.72264071,3178.3409127
46427,24057.0638842,-5326.3216273,-2720.72264071,3178.3409127
46429,24377.8469163,-5126.26679473,-2627.54908133,3397.06010927
46430,24377.843746,-5126.26645734,-2627.54965431,3397.05865735
46432,23801.9284149,-5817.53061555,-2377.62078084,2562.29656394
46437,4770.60308824,8898.43926768,-27268.8858507,-1897.38631444
46445,23735.1337107,-5754.13335558,-2721.75934487,2792.27448737
46448,1934.40565354,7254.69169664,-27252.211882,-4453.00228001
46451,16300.5743597,4897.32963892,9980.68666498,3310.6889023
46452,19477.3465643,102.460106938,3206.72236082,3142.95500281
46453,-13114.6044404,36577.1251727,3712.80068012,386.21641643
46454,18046.1091902,-1611.86346832,3391.6340839,1255.32355044
46455,18046.1091902,-1611.86346832,3391.6340839,1255.32355044
46456,18046.1091902,-1611.86346832,3391.6340839,1255.32355044
46457,18046.1091902,-1611.86346832,3391.6340839,1255.32355044
46458,18046.1091902,-1611.86346832,3391.6340839,1255.32355044
46459,2770.3912744,7486.40847819,-26927.4971545,-3419.847034
46489,-9379.84821908,25062.2766238,-9229.93192583,-2518.76419633
46490,-9379.84821908,25062.2766238,-9229.93192583,-2518.76419633
46491,-9379.84821908,25062.2766238,-9229.93192583,-2518.76419633
46492,-9379.84821908,25062.2766238,-9229.93192583,-2518.76419633
46494,-9379.84821908,25062.2766238,-9229.93192583,-2518.76419633
46495,-9379.84821908,25062.2766238,-9229.93192583,-2518.76419633
46496,-9379.84821908,25062.2766238,-9229.93192583,-2518.76419633
46497,-9379.84821908,25062.2766238,-9229.93192583,-2518.76419633
46499,-9379.84821908,25062.2766238,-9229.93192583,-2518.76419633
46500,-9379.84821908,25062.2766238,-9229.93192583,-2518.76419633
46501,-9379.84821908,25062.2766238,-9229.93192583,-2518.76419633
46502,-9379.84821908,25062.2766238,-9229.93192583,-2518.76419633
46504,20360.7432195,594.311998818,3014.68999875,3832.70110388
46507,20305.1794506,288.311799135,3028.5598928,3601.87588926
46508,20437.7439448,440.848450615,2986.24599086,3581.43803927
46509,1420.15136166,15834.1807232,-21616.0832883,-782.458298686
46510,19982.1831508,661.547814692,2923.2994414,3462.73525536
46511,19611.9018181,-95.3915998515,3063.68113026,2998.13948375
46513,19878.7122059,216.21884117,3027.64673388,3173.89435176
46522,24648.8745119,-5220.32884294,-2780.97812483,3436.40091774
46523,19485.8501379,-245.658857009,-688.795984158,2956.20892482
46530,25293.0363021,-5056.45380175,-2896.09838659,3791.73658145
46531,24851.5049989,-5192.6411372,-3003.53213815,3624.69928078
46533,24620.1925347,-5348.29994706,-2845.97982398,3463.87063032
46534,24751.2460572,-5311.40865311,-2858.45571699,3624.05133263
46537,25182.1435832,-5051.38472635,-2782.49994263,3667.40965911
46538,24827.5996555,-5057.77767884,-2878.81466095,3734.75130704
46540,-4041.4433677,21977.5513954,-13129.1436478,-897.638214588
46541,20256.2147546,703.995290422,3086.59459103,3653.83708902
46543,24105.503685,-5019.11887128,-2924.34410806,3347.39724134
46544,1906.43392578,22498.5960633,27247.6051297,2868.02889228
46545,16472.1079809,5015.75211698,9705.28224668,3624.80376566
46551,16070.7433743,732.713689163,2000.31878152,1259.92541969
46552,1347.64734173,22519.448358,27490.9509301,2689.48314504
46553,23977.9216692,-5527.53833182,-2852.90100249,3060.98842704
46554,23720.6044547,-5820.77709912,-2681.92909286,2773.58775018
46555,5025.55422076,21400.8429509,28119.6520974,4588.19579348
46556,2346.37742134,9015.62132736,-27412.6547692,-3179.34235388
46557,-11686.4093698,12191.4638985,-35679.6928169,-11182.949262
46558,-18585.9612646,18932.1833867,-31039.4185438,-12287.9374932
46559,-969.903927064,12994.5607655,-26801.8734716,-2846.03137137
46567,18645.9544099,-627.245051051,3204.89129821,2333.19247724
46569,23722.5137165,-6016.24202066,-2420.61413744,2493.40242356
46571,7125.65212292,-19407.225619,-1497.33523752,24941.3788428
46572,24142.5135857,-5402.61267033,-2589.81765261,3157.45007593
46573,24700.5102051,-5408.85898877,-2775.29759152,3328.94109788
46575,24759.0957162,-5001.70292186,-2689.27971904,3790.85752316
46576,24313.114864,-5119.7109579,-2740.80009017,3456.97746629
46577,24211.6760064,-5510.68972027,-2709.9350187,3237.36393494
46578,24184.2964628,-5325.33653715,-2880.77316062,3262.98986205
46579,-17277.0533989,37043.4697621,2729.98410914,-1882.72925902
46582,-68636.8497537,9952.07143084,-2669.26203326,10917.6092626
46584,-7235.72180488,-23355.4760172,-6649.53414674,34283.5585459
46585,-3863.82922126,-25867.1904658,-2862.64807827,34567.9689042
46586,23145.1805185,-6344.08311051,-2616.79672547,2113.53277391
46587,-18948.6029622,-34534.8457928,8558.10120342,20585.8719001
46588,-12085.6507204,-36469.272882,534.911718532,24524.6371463
46589,-50807.9542817,-12338.1017335,-26877.6659156,11238.6382468
46594,-50791.0401576,-12244.8917353,-26958.2505609,11435.4001243
46598,22602.5624419,-6533.18676693,-2472.9576839,1913.46023485
46599,564.012355516,146.360793218,255.993628107,116.197607617
46600,22957.7680386,-6277.2523615,-2498.64131247,2231.74675851
46601,22957.7680386,-6277.2523615,-2498.64131247,2231.74675851
46602,22923.7496108,-6256.38703852,-2528.63416197,2276.48555931
46605,22739.1914655,-6413.241487,-2468.92386369,2063.82942038
46606,23080.760026,-6464.18512697,-2514.63972115,2107.93337576
46607,23182.9097789,-6284.95135658,-2650.0688471,2148.12494524
46608,23065.8033599,-6452.13755959,-2527.62230019,2119.75061065
46609,23027.3266322,-6379.35717912,-2574.55472189,2270.14795962
46610,23157.3611635,-6130.31653684,-2535.84000145,2308.05700612
46611,-36344.0158666,-27084.9371418,-18793.7958214,11299.1626737
46615,22465.211351,-6674.85984447,-2414.36396991,1785.66520201
46616,17581.6437614,5906.86722548,9514.83116829,4337.41156301
46653,1645.65619061,15655.7404683,-21816.1956077,-831.064250104
46669,-40817.2547382,17648.0632577,3949.47786645,31866.2395137
46670,2857.34638248,23107.2245944,26939.766845,3627.8969112
46671,5965.80020676,22181.0122812,27984.9085185,5266.56096427
